query,entrezgene,name,symbol,alias,taxid,MGI
BAHCC1,268515,BAH domain and coiled-coil containing 1,Bahcc1,"B930044J06, BC060615",10090,MGI:2679272
BAIAP2,108100,brain-specific angiogenesis inhibitor 1-associated protein 2,Baiap2,"IRSp53, R75030",10090,MGI:2137336
BAK1,12018,BCL2-antagonist/killer 1,Bak1,"Bak, N-BAK1, N-Bak",10090,MGI:1097161
BANF1,23825,BAF nuclear assembly factor 1,Banf1,"Baf, Bcrp1, L2bp1/Baf",10090,MGI:1346330
BARD1,12021,BRCA1 associated RING domain 1,Bard1,,10090,MGI:1328361
BARX2,12023,BarH-like homeobox 2,Barx2,"2310006E12Rik, Barx2b",10090,MGI:109617
BAX,12028,BCL2-associated X protein,Bax,,10090,MGI:99702
BCAR1,12927,breast cancer anti-estrogen resistance 1,Bcar1,"AI385681, Cas, Crkas",10090,MGI:108091
BCAR3,29815,breast cancer anti-estrogen resistance 3,Bcar3,"AI131758, AND-34",10090,MGI:1352501
BCAS3OS2,78420,"BCAS3 microtubule associated cell migration factor, opposite strand 2",Bcas3os2,9530048J24Rik,10090,MGI:1925670
BCAT1,12035,"branched chain aminotransferase 1, cytosolic",Bcat1,"BCATc, Eca39",10090,MGI:104861
BCKDK,12041,branched chain ketoacid dehydrogenase kinase,Bckdk,AI327402,10090,MGI:1276121
BCL3,12051,B cell leukemia/lymphoma 3,Bcl3,"AI528691, Bcl-3",10090,MGI:88140
BCL6,12053,B cell leukemia/lymphoma 6,Bcl6,Bcl5,10090,MGI:107187
BCL7C,12055,B cell CLL/lymphoma 7C,Bcl7c,C230096E12Rik,10090,MGI:1332237
BCL9L,80288,B cell CLL/lymphoma 9-like,Bcl9l,"B9L, BC003321, BCL9-2, DLNB11",10090,MGI:1933114
BCOR,71458,BCL6 interacting corepressor,Bcor,"2900008C10Rik, 5830466J11Rik, 8430401K06Rik, BcorR, D930024N20Rik",10090,MGI:1918708
BCR,110279,BCR activator of RhoGEF and GTPase,Bcr,"5133400C09Rik, AI561783, AI853148, mKIAA3017",10090,MGI:88141
NGFRAP1,12070,brain expressed X-linked 3,Bex3,"AL033356, DXWsu67e, Gcap27, Nade, Ngfrap1",10090,MGI:1338016
BGN,12111,biglycan,Bgn,"BG, DSPG1, PG-S1, PGI, SLRR1A",10090,MGI:88158
BHLHE40,20893,"basic helix-loop-helix family, member e40",Bhlhe40,"Bhlhb2, C130042M06Rik, CR8, Clast5, Dec1",10090,MGI:1097714
BICC1,83675,BicC family RNA binding protein 1,Bicc1,"Bic-C, bpk, jcpk",10090,MGI:1933388
BIRC5,11799,baculoviral IAP repeat-containing 5,Birc5,"AAC-11, Api4, TIAP, survivin40",10090,MGI:1203517
BLNK,17060,B cell linker,Blnk,"BASH, Bca, Ly-57, Ly57, Lyw-57",10090,MGI:96878
BMF,171543,BCL2 modifying factor,Bmf,"AW260063, AW411872",10090,MGI:2176433
BMP4,12159,bone morphogenetic protein 4,Bmp4,"Bmp-4, Bmp2b, Bmp2b-1, Bmp2b1",10090,MGI:88180
BMP5,12160,bone morphogenetic protein 5,Bmp5,"AU023399, se",10090,MGI:88181
BMP6,12161,bone morphogenetic protein 6,Bmp6,"D13Wsu115e, Vgr1",10090,MGI:88182
BMP7,12162,bone morphogenetic protein 7,Bmp7,OP1,10090,MGI:103302
BNC1,12173,basonuclin 1,Bnc1,"AI047752, AW546376, Bnc",10090,MGI:1097164
BNC2,242509,basonuclin 2,Bnc2,"5031434M05Rik, 8430420F16Rik",10090,MGI:2443805
BNIP1,224630,BCL2/adenovirus E1B interacting protein 1,Bnip1,"2010005M06Rik, 5930429G21Rik, Sec20",10090,MGI:109328
BOC,117606,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein,Boc,"4732455C11, mFLJ00376",10090,MGI:2151153
BOK,51800,BCL2-related ovarian killer,Bok,"matador, mtd",10090,MGI:1858494
BOP1,12181,block of proliferation 1,Bop1,"AU020183, AW146150, D18861, Erb1p, Kiaa0124",10090,MGI:1334460
BRD1,223770,bromodomain containing 1,Brd1,"1110059H06Rik, AI316859, mKIAA4191",10090,MGI:1924161
BRD2,14312,bromodomain containing 2,Brd2,"AW228947, D17H6S113E, Frg-1, Fsrg-1, Fsrg1",10090,MGI:99495
BRD4,57261,bromodomain containing 4,Brd4,"Brd5, HUNK1, MCAP, WI-11513",10090,MGI:1888520
BRDT,114642,"bromodomain, testis-specific",Brdt,"7420412D09Rik, Brd6, Fsrg3",10090,MGI:1891374
BRI3,55950,brain protein I3,Bri3,I3,10090,MGI:1933174
BRIP1OS,74038,"BRCA1 interacting protein C-terminal helicase 1, opposite strand",Brip1os,4632419I22Rik,10090,MGI:1921288
BRMS1,107392,breast cancer metastasis-suppressor 1,Brms1,"AV003220, AW554636",10090,MGI:2388804
BRSK1,381979,BR serine/threonine kinase 1,Brsk1,"Gm1100, SAD-B, SADB",10090,MGI:2685946
BSN,12217,bassoon,Bsn,,10090,MGI:1277955
BTBD11,74007,BTB (POZ) domain containing 11,Btbd11,6330404E16Rik,10090,MGI:1921257
BTBD17,72014,BTB (POZ) domain containing 17,Btbd17,"1500005I02Rik, Tango10a",10090,MGI:1919264
BTBD2,208198,BTB (POZ) domain containing 2,Btbd2,"2610037C03Rik, 4930512K17Rik",10090,MGI:1933831
BTD,26363,biotinidase,Btd,,10090,MGI:1347001
BTG1,12226,BTG anti-proliferation factor 1,Btg1,"AI426953, AW546738",10090,MGI:88215
BUB1B,12236,"BUB1B, mitotic checkpoint serine/threonine kinase",Bub1b,"AU045529, BUBR1",10090,MGI:1333889
BUB3,12237,BUB3 mitotic checkpoint protein,Bub3,"AU019800, AU021329, AU043350, AW146323, C78067",10090,MGI:1343463
BYSL,53414,bystin-like,Bysl,"Bys, Enp1",10090,MGI:1858419
C1QTNF1,56745,C1q and tumor necrosis factor related protein 1,C1qtnf1,"1600017K21Rik, Adip, CTRP1, Zsig37",10090,MGI:1919254
FAM132A,67389,C1q and tumor necrosis factor related 12,C1qtnf12,"1110035L05Rik, C1qdc2, CTRP12, Fam132a, alipolin",10090,MGI:1914639
C1QTNF6,72709,C1q and tumor necrosis factor related protein 6,C1qtnf6,"2810036M19Rik, Adiq, CTRP6",10090,MGI:1919959
C1QTNF7,109323,C1q and tumor necrosis factor related protein 7,C1qtnf7,"5530401N20Rik, 8430425G24Rik, Adig, Ctrp7",10090,MGI:1925911
C2CD4C,237397,C2 calcium-dependent domain containing 4C,C2cd4c,"4932409I22Rik, Fam148c, Gm238",10090,MGI:2685084
C3,12266,complement component 3,C3,"AI255234, ASP, HSE-MSF, Plp",10090,MGI:88227
CACHD1,320508,cache domain containing 1,Cachd1,"1190007F10Rik, AI852726, B430218L07Rik, Vwcd1, mKIAA1573",10090,MGI:2444177
CACNA1G,12291,"calcium channel, voltage-dependent, T type, alpha 1G subunit",Cacna1g,"Cav3.1d, [a]1G, a1G, alpha-1G, mKIAA1123",10090,MGI:1201678
CACNB1,12295,"calcium channel, voltage-dependent, beta 1 subunit",Cacnb1,"CAB1, Cchb1, Cchlb1",10090,MGI:102522
CACNB2,12296,"calcium channel, voltage-dependent, beta 2 subunit",Cacnb2,"AW060387, CAB2, Cavbeta2, Cchb2",10090,MGI:894644
CACNB3,12297,"calcium channel, voltage-dependent, beta 3 subunit",Cacnb3,"Beta3, CAB3, Ca(v)beta3, Cchb3",10090,MGI:103307
CACNG1,12299,"calcium channel, voltage-dependent, gamma subunit 1",Cacng1,,10090,MGI:1206582
CACTIN,70312,"cactin, spliceosome C complex subunit",Cactin,2510012J08Rik,10090,MGI:1917562
CALCOCO1,67488,calcium binding and coiled coil domain 1,Calcoco1,"1810009B06Rik, Cocoa, Gcap11, mKIAA1536",10090,MGI:1914738
CALCRL,54598,calcitonin receptor-like,Calcrl,"AV071593, CRLR",10090,MGI:1926944
CALM3,12315,calmodulin 3,Calm3,"CaMA, Cam3, Camc, R75142",10090,MGI:103249
CAMK1D,227541,calcium/calmodulin-dependent protein kinase ID,Camk1d,"A630059D12Rik, CKLiK, CaMKIdelta, E030025C11Rik, mCKLiK",10090,MGI:2442190
CAMK1G,215303,calcium/calmodulin-dependent protein kinase I gamma,Camk1g,"CLICK-III, CaMKIgamma",10090,MGI:2388073
CAMK2B,12323,"calcium/calmodulin-dependent protein kinase II, beta",Camk2b,CaMKII,10090,MGI:88257
CAND2,67088,cullin-associated and neddylation-dissociated 2 (putative),Cand2,"2210404G23Rik, Tp120b, mKIAA0667",10090,MGI:1914338
CANT1,76025,calcium activated nucleotidase 1,Cant1,"5830420C20Rik, Apy1h, D11Bwg0554e, Entpd8, SCAN-1",10090,MGI:1923275
CAP1,12331,"CAP, adenylate cyclase-associated protein 1 (yeast)",Cap1,,10090,MGI:88262
CAPN1,12333,calpain 1,Capn1,"Capa-1, Capa1, mu-calpin",10090,MGI:88263
CAPN2,12334,calpain 2,Capn2,"AI326419, CALP80, Capa-2, Capa2, m-calpain",10090,MGI:88264
CAPN5,12337,calpain 5,Capn5,nCL-3,10090,MGI:1100859
CAPNS1,12336,"calpain, small subunit 1",Capns1,"Capa-4, Capa4, Capn4, Cdps, Css1",10090,MGI:88266
CAR11,12348,carbonic anhydrase 11,Car11,Ca11,10090,MGI:1336193
CAR12,76459,carbonic anhydrase 12,Car12,"2310047E01Rik, AI314958, CA-XII, Ca12",10090,MGI:1923709
CAR9,230099,carbonic anhydrase 9,Car9,"CAIX, Ca9, MN/CA9",10090,MGI:2447188
CARD10,105844,"caspase recruitment domain family, member 10",Card10,"AI449026, Bimp1, Carma3",10090,MGI:2146012
CARS,27267,cysteinyl-tRNA synthetase,Cars,"CA3, Cars1",10090,MGI:1351477
CASP8,12370,caspase 8,Casp8,"CASP-8, FLICE, MACH, Mch5",10090,MGI:1261423
CASZ1,69743,castor zinc finger 1,Casz1,"2410019P08Rik, AV096627, BC040081, Cst, D4Ertd432e",10090,MGI:1196251
CAV1,12389,"caveolin 1, caveolae protein",Cav1,"Cav, Cav-1",10090,MGI:102709
PTRF,19285,caveolae associated 1,Cavin1,"2310075E07Rik, AW546441, Cav-p60, Cavin, Ptrf",10090,MGI:1277968
SDPR,20324,caveolae associated 2,Cavin2,Sdpr,10090,MGI:99513
PRKCDBP,109042,caveolae associated 3,Cavin3,"3110015B12Rik, 6330514M23Rik, Prkcdbp, SRBC",10090,MGI:1923422
DOS,100503659,"calcium channel, voltage-dependent, beta subunit associated regulatory protein",Cbarp,"9630008F14, Dos, R29144/1",10090,MGI:1354170
CBR2,12409,carbonyl reductase 2,Cbr2,MLCR,10090,MGI:107200
CBX5,12419,chromobox 5,Cbx5,"2610029O15Rik, C75991, HP1, Hp1a, Hp1alpha",10090,MGI:109372
CBX6,494448,chromobox 6,Cbx6,,10090,MGI:3512628
CBY1,73739,"chibby family member 1, beta catenin antagonist",Cby1,"1110014P06Rik, CBY, PGEA14, Pgea1, arb1",10090,MGI:1920989
CCDC102A,234582,coiled-coil domain containing 102A,Ccdc102a,"BC027663, Gm586",10090,MGI:2686927
CCDC106,232821,coiled-coil domain containing 106,Ccdc106,BC018462,10090,MGI:2385900
CCDC12,72654,coiled-coil domain containing 12,Ccdc12,"2700094L05Rik, C76605",10090,MGI:1919904
CCDC124,234388,coiled-coil domain containing 124,Ccdc124,1810023B24Rik,10090,MGI:1916403
CCDC134,76457,coiled-coil domain containing 134,Ccdc134,"2310042L06Rik, AW208859",10090,MGI:1923707
CCDC136,232664,coiled-coil domain containing 136,Ccdc136,"4921511K06Rik, BC006583",10090,MGI:1918128
CCDC141,545428,coiled-coil domain containing 141,Ccdc141,"2610301F02Rik, CAMDI",10090,MGI:1919735
CCDC80,67896,coiled-coil domain containing 80,Ccdc80,"2610001E17Rik, DRO1, Ssg1, Urb",10090,MGI:1915146
CCDC85B,240514,coiled-coil domain containing 85B,Ccdc85b,"AI842788, BB115872",10090,MGI:2147607
CCDC85C,668158,coiled-coil domain containing 85C,Ccdc85c,"EG668158, Gm265, Gm9010, hhy",10090,MGI:3644008
CCDC86,108673,coiled-coil domain containing 86,Ccdc86,"4933411H20Rik, 6720480F16Rik, D19Ertd678e",10090,MGI:1277220
CCHCR1,240084,coiled-coil alpha-helical rod protein 1,Cchcr1,Hcr,10090,MGI:2385321
CCL2,20296,chemokine (C-C motif) ligand 2,Ccl2,"AI323594, HC11, JE, MCAF, MCP-1",10090,MGI:98259
NOV,18133,cellular communication network factor 3,Ccn3,"C130088N23Rik, Nov",10090,MGI:109185
WISP1,22402,cellular communication network factor 4,Ccn4,"AW146261, Elm1, Wisp1",10090,MGI:1197008
CCNA2,12428,cyclin A2,Ccna2,"AA408589, Ccn-1, Ccn1, Ccna, CycA2",10090,MGI:108069
CCNB1,268697,cyclin B1,Ccnb1,"Ccnb1-rs1, Ccnb1-rs13, CycB1, Cycb-4, Cycb-5",10090,MGI:88302
CCNB2,12442,cyclin B2,Ccnb2,CycB2,10090,MGI:88311
CCND1,12443,cyclin D1,Ccnd1,"AI327039, CycD1, Cyl-1, PRAD1, bcl-1",10090,MGI:88313
CCND3,12445,cyclin D3,Ccnd3,"9230106B05Rik, AA682053, AL024085, AW146355, C78795",10090,MGI:88315
CCNF,12449,cyclin F,Ccnf,"CycF, Fbxo1",10090,MGI:102551
CCR7,12775,chemokine (C-C motif) receptor 7,Ccr7,"CC-CKR-7, CCR-7, CD197, Cdw197, Cmkbr7",10090,MGI:103011
CCT5,12465,"chaperonin containing Tcp1, subunit 5 (epsilon)",Cct5,"CCT-epsilon, Ccte, TCP-1-epsilon, TCPE, mKIAA0098",10090,MGI:107185
CD14,12475,CD14 antigen,Cd14,,10090,MGI:88318
CD151,12476,CD151 antigen,Cd151,"PETA-3, SFA-1, Tspan24",10090,MGI:1096360
CD248,70445,"CD248 antigen, endosialin",Cd248,"2610111G01Rik, AI842296, Cd164l1, Tem1",10090,MGI:1917695
CD276,102657,CD276 antigen,Cd276,"6030411F23Rik, AU016588, B7RP-2, B7h3",10090,MGI:2183926
CD3EAP,70333,"CD3E antigen, epsilon polypeptide associated protein",Cd3eap,"1190028F09, 2610103M17Rik, ASE-1, Ase1, CAST",10090,MGI:1917583
CD44,12505,CD44 antigen,Cd44,"AU023126, AW121933, AW146109, HERMES, Ly-24",10090,MGI:88338
CD63,12512,CD63 antigen,Cd63,"C75951, ME491, Tspan30",10090,MGI:99529
CD74,16149,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",Cd74,"CLIP, DHLAG, HLADG, Ia-GAMMA, Ii",10090,MGI:96534
CD81,12520,CD81 antigen,Cd81,"Tapa-1, Tapa1, Tspan28",10090,MGI:1096398
CD82,12521,CD82 antigen,Cd82,"AA682076, AL023070, C33, IA4, Kai1",10090,MGI:104651
CDA,72269,cytidine deaminase,Cda,2210401N16Rik,10090,MGI:1919519
CDC20,107995,cell division cycle 20,Cdc20,"2310042N09Rik, C87100, p55CDC",10090,MGI:1859866
CDC25B,12531,cell division cycle 25B,Cdc25b,AI604853,10090,MGI:99701
CDC42EP1,104445,CDC42 effector protein (Rho GTPase binding) 1,Cdc42ep1,"1810058K22Rik, AA980734, Borg5, CEP1, MSE55",10090,MGI:1929763
CDC42EP3,260409,CDC42 effector protein (Rho GTPase binding) 3,Cdc42ep3,"3200001F04Rik, AA986861, Borg2, Cep3, UB1",10090,MGI:2384718
CDC42EP4,56699,CDC42 effector protein (Rho GTPase binding) 4,Cdc42ep4,"1500041M20Rik, Borg4, CEP4",10090,MGI:1929760
CDC45,12544,cell division cycle 45,Cdc45,Cdc45l,10090,MGI:1338073
CDC6,23834,cell division cycle 6,Cdc6,"CDC18L, p62(cdc6)",10090,MGI:1345150
CDCA2,108912,cell division cycle associated 2,Cdca2,"2610311M19Rik, AI586158",10090,MGI:1919787
CDCA3,14793,cell division cycle associated 3,Cdca3,"2410005A12Rik, C8, Grcc8, Tome-1",10090,MGI:1315198
CDCA4,71963,cell division cycle associated 4,Cdca4,"2410018C03Rik, HEPP, SEI-3",10090,MGI:1919213
CDCA5,67849,cell division cycle associated 5,Cdca5,"2610036L13Rik, AL024086, AW536684, C85404",10090,MGI:1915099
CDCA7,66953,cell division cycle associated 7,Cdca7,"2310021G01Rik, AU044109, JPO1",10090,MGI:1914203
CDCA8,52276,cell division cycle associated 8,Cdca8,"4831429J16Rik, AU044747, BOR, Borealin, D4Ertd421e",10090,MGI:1196274
CDH3,12560,cadherin 3,Cdh3,"AI385538, Cadp, Cdhp, P-cadherin, Pcad",10090,MGI:88356
CDHR1,170677,cadherin-related family member 1,Cdhr1,"Pcdh21, Prcad, mKIAA1775",10090,MGI:2157782
CDIPT,52858,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase),Cdipt,"9530042F15Rik, D7Bwg0575e, Pis, Pis1",10090,MGI:105491
CDK1,12534,cyclin-dependent kinase 1,Cdk1,"Cdc2, Cdc2a, p34<CDC2>",10090,MGI:88351
CDK16,18555,cyclin-dependent kinase 16,Cdk16,"Crk5, Pctaire1, Pctk1",10090,MGI:97516
CDK2AP1,13445,CDK2 (cyclin-dependent kinase 2)-associated protein 1,Cdk2ap1,"Apc10, Cdkap1, DORC1, Doc1, ST19",10090,MGI:1202069
CDK2AP2,52004,CDK2-associated protein 2,Cdk2ap2,"5830466O21Rik, D19Ertd144e, Doc-1r",10090,MGI:1098779
CDK6,12571,cyclin-dependent kinase 6,Cdk6,"AI504062, Crk2",10090,MGI:1277162
CDKN1A,12575,cyclin-dependent kinase inhibitor 1A (P21),Cdkn1a,"CAP20, CDKI, CIP1, Cdkn1, P21",10090,MGI:104556
CDKN2C,12580,cyclin dependent kinase inhibitor 2C,Cdkn2c,"C77269, INK4c, p18, p18-INK4c, p18-INK6",10090,MGI:105388
CDKN2D,12581,cyclin dependent kinase inhibitor 2D,Cdkn2d,"INK4d, p19, p19INK4d",10090,MGI:105387
CDON,57810,cell adhesion molecule-related/down-regulated by oncogenes,Cdon,"CDO, Cd0, Orcam",10090,MGI:1926387
CDSN,386463,corneodesmosin,Cdsn,AI747712,10090,MGI:3505689
CDT1,67177,chromatin licensing and DNA replication factor 1,Cdt1,"2610318F11Rik, AW545653, C76791, DUP, Ris2",10090,MGI:1914427
CEBPA,12606,"CCAAT/enhancer binding protein (C/EBP), alpha",Cebpa,"C/ebpalpha, CBF-A, Cebp",10090,MGI:99480
CEBPB,12608,"CCAAT/enhancer binding protein (C/EBP), beta",Cebpb,"C/EBPbeta, CRP2, IL-6DBP, LAP, LIP",10090,MGI:88373
CEBPZOS,68554,"CCAAT/enhancer binding protein (C/EBP), zeta, opposite strand",Cebpzos,1110001A16Rik,10090,MGI:1915804
CELA1,109901,"chymotrypsin-like elastase family, member 1",Cela1,"1810009A17Rik, 1810062B19Rik, Ela-1, Ela1, PC-TsF",10090,MGI:95314
CELA3B,67868,"chymotrypsin-like elastase family, member 3B",Cela3b,"0910001F22Rik, 2310074F01Rik, AI504000, Ela3, Ela3b",10090,MGI:1915118
CEMIP,80982,"cell migration inducing protein, hyaluronan binding",Cemip,"12H19.01.T7, 6330404C01Rik, 9930013L23Rik, AY007814, Hybid",10090,MGI:2443629
CENPA,12615,centromere protein A,Cenpa,Cenp-A,10090,MGI:88375
CENPB,12616,centromere protein B,Cenpb,CENP-B,10090,MGI:88376
CENPF,108000,centromere protein F,Cenpf,"6530404A22Rik, AI325968, CENF, Lek1, PRO1779",10090,MGI:1313302
CENPH,26886,centromere protein H,Cenph,"1700021I11Rik, 2410018A12Rik, 2610042E16Rik, 2810046K12Rik, AU044255",10090,MGI:1349448
CENPM,66570,centromere protein M,Cenpm,"2610019I03Rik, AI853711, Pane1",10090,MGI:1913820
CENPN,72155,centromere protein N,Cenpn,"2610510J17Rik, AI426416, AW545024",10090,MGI:1919405
APITD1,69928,centromere protein S,Cenps,"2610040C18Rik, 2810407L01Rik, Apitd1, CENP-S",10090,MGI:1917178
CENPT,320394,centromere protein T,Cenpt,G630055P03Rik,10090,MGI:2443939
CENPW,66311,centromere protein W,Cenpw,"2610036L11Rik, Cug2",10090,MGI:1913561
STRA13,20892,centromere protein X,Cenpx,Stra13,10090,MGI:894324
CEP170B,217882,centrosomal protein 170B,Cep170b,"AI466840, AW555464, Kiaa0284, mKIAA0284",10090,MGI:2145043
CEP89,72140,centrosomal protein 89,Cep89,"2610507L03Rik, Ccdc123",10090,MGI:1919390
CERK,223753,ceramide kinase,Cerk,"AI848610, D330016D08Rik, mKIAA1646",10090,MGI:2386052
CERS4,67260,ceramide synthase 4,Cers4,"2900019C14Rik, Lass4, Trh1",10090,MGI:1914510
CERS5,71949,ceramide synthase 5,Cers5,"2310081H14Rik, AU045339, AW544927, Lass5, Trh4",10090,MGI:1919199
CERS6,241447,ceramide synthase 6,Cers6,"4732462C07Rik, AW544719, Lass6, T1L",10090,MGI:2442564
CES2E,234673,carboxylesterase 2E,Ces2e,"9030624L02Rik, Ces5",10090,MGI:2443170
WDR96,100048534,cilia and flagella associated protein 43,Cfap43,"4632415N18Rik, 4930428C11Rik, 4930463G05Rik, AI429486, D19Ertd652e",10090,MGI:1289258
CFL1,12631,"cofilin 1, non-muscle",Cfl1,"AA959946, Cof",10090,MGI:101757
CHAF1A,27221,"chromatin assembly factor 1, subunit A (p150)",Chaf1a,"AL023013, AL024058, CAF-1, Cac1p, p150",10090,MGI:1351331
CHD7,320790,chromodomain helicase DNA binding protein 7,Chd7,"A730019I05Rik, Cycn, Cyn, Dz, Edy",10090,MGI:2444748
CHERP,27967,calcium homeostasis endoplasmic reticulum protein,Cherp,"5730408I11Rik, D8Wsu96e, DAN16, Scaf6",10090,MGI:106417
CHKB,12651,choline kinase beta,Chkb,"Chetk, Chkl, Ck, Ck/Ek, Ck/Ek-beta",10090,MGI:1328313
CHL1,12661,cell adhesion molecule L1-like,Chl1,"A530023M13Rik, AI465420, CALL, LICAM2",10090,MGI:1098266
CHMP1A,234852,charged multivesicular body protein 1A,Chmp1a,"2900018H07Rik, Pcoln3",10090,MGI:1920159
CHMP2A,68953,charged multivesicular body protein 2A,Chmp2a,"1500016L11Rik, mVps2",10090,MGI:1916203
CHMP6,208092,charged multivesicular body protein 6,Chmp6,2400004G01Rik,10090,MGI:3583942
CHPF,74241,chondroitin polymerizing factor,Chpf,"1700028N03Rik, AI414328, D1Bwg1363e",10090,MGI:106576
CHRAC1,93696,chromatin accessibility complex 1,Chrac1,"2410152E03Rik, 2810406L04Rik, YCL1",10090,MGI:2135796
CHRD,12667,chordin,Chrd,Chd,10090,MGI:1313268
CHRDL2,69121,chordin-like 2,Chrdl2,"1810022C01Rik, Chl2",10090,MGI:1916371
CHRNA1OS,102633437,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle), opposite strand",Chrna1os,"Gm13705, Gm31264",10090,MGI:3651120
CHST1,76969,carbohydrate sulfotransferase 1,Chst1,"2610008E20Rik, AW125896, C6ST, GST-1, Gst1",10090,MGI:1924219
CHST11,58250,carbohydrate sulfotransferase 11,Chst11,"1110020P09Rik, C4ST, C4ST-1, C4ST1, C4s",10090,MGI:1927166
CHST12,59031,carbohydrate sulfotransferase 12,Chst12,"AI595374, C4S-2, C4ST2",10090,MGI:1929064
CHST3,53374,carbohydrate sulfotransferase 3,Chst3,"C6ST, C6ST-1, GST-0",10090,MGI:1858224
CHTF18,214901,"CTF18, chromosome transmission fidelity factor 18",Chtf18,"6030457M03Rik, CTF18, Chl12",10090,MGI:2384887
FAM96B,68523,cytosolic iron-sulfur assembly component 2B,Ciao2b,"1110019N10Rik, Fam96b",10090,MGI:1915773
CIB1,23991,calcium and integrin binding 1 (calmyrin),Cib1,"Cibkip, Kip, Prkdcip",10090,MGI:1344418
CIC,71722,capicua transcriptional repressor,Cic,"1200010B10Rik, mKIAA0306",10090,MGI:1918972
CIITA,12265,class II transactivator,Ciita,"C2ta, EG669998, Gm9475, Mhc2ta",10090,MGI:108445
CIT,12704,citron,Cit,"C030025P15Rik, CRIK, CRIK-SK, Cit-k",10090,MGI:105313
CITED2,17684,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",Cited2,"AI835299, ER154-like, Mrg1, Msg2, p35srj",10090,MGI:1306784
CKAP4,216197,cytoskeleton-associated protein 4,Ckap4,"5630400A09Rik, CLIMP-63, P63",10090,MGI:2444926
CKS1B,54124,CDC28 protein kinase 1b,Cks1b,"2410005G18Rik, 2610005D03Rik, AA407784, Cks1, sid1334",10090,MGI:1889208
CKS2,66197,CDC28 protein kinase regulatory subunit 2,Cks2,"1110038L14Rik, CKSHS2",10090,MGI:1913447
CLCF1,56708,cardiotrophin-like cytokine factor 1,Clcf1,"BSF-3, Bsf3, CLC, NNT-1",10090,MGI:1930088
CLEC3B,21922,"C-type lectin domain family 3, member b",Clec3b,Tna,10090,MGI:104540
CLIC1,114584,chloride intracellular channel 1,Clic1,"Clcp, G6",10090,MGI:2148924
CLIC3,69454,chloride intracellular channel 3,Clic3,2300003G24Rik,10090,MGI:1916704
CLIC5,224796,chloride intracellular channel 5,Clic5,"5730531E12Rik, B330005L24, Gm322, jbg, nmf318",10090,MGI:1917912
CLIP2,269713,CAP-GLY domain containing linker protein 2,Clip2,"B230327O20, CLIP-115, Clip1, Cyln2, WSCR4",10090,MGI:1313136
CLIP3,76686,CAP-GLY domain containing linker protein 3,Clip3,"1500005P14Rik, AI844915, Clipr-59",10090,MGI:1923936
CLMP,71566,CXADR-like membrane protein,Clmp,"9030425E11Rik, ACAM, ASP5, AW557819",10090,MGI:1918816
CLN3,12752,"ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)",Cln3,AI323623,10090,MGI:107537
CLN6,76524,"ceroid-lipofuscinosis, neuronal 6",Cln6,"1810065L06Rik, AW743417, D9Bwg1455e, nclf",10090,MGI:2159324
CLSPN,269582,claspin,Clspn,"B130025E01, C85083, E130314M08Rik",10090,MGI:2445153
CLSTN1,65945,calsyntenin 1,Clstn1,"1810034E21Rik, Cst-1, Cstn1",10090,MGI:1929895
CMA1,17228,"chymase 1, mast cell",Cma1,"MMCP-5, Mcp-5, Mcp5, Mcpt5",10090,MGI:96941
CMC2,66531,COX assembly mitochondrial protein 2,Cmc2,"1110046L09Rik, 2310061C15Rik, DC13",10090,MGI:1913781
CMPK2,22169,"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial",Cmpk2,"1200004E04Rik, TDKI, Tyki",10090,MGI:99830
CNIH2,12794,cornichon family AMPA receptor auxiliary protein 2,Cnih2,"CNIH-2, Cnil",10090,MGI:1277225
CNKSR1,194231,connector enhancer of kinase suppressor of Ras 1,Cnksr1,BC037758,10090,MGI:2670958
